conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,daerah,label
"1,98E+18",Wed Oct 15 07:32:31 +0000 2025,0,Imagine pay for pesantren education and got no adab and ilmu. Meanwhile we can get free school from this country that provide real adab and ilmu even tho so many problem of education in this country that need to be fixed but sekolah negeri still better than pesantren,"1,98E+18",,,en,,0,0,0,https://x.com/undefined/status/1978363339722916295,"1,41E+18",,Kabupaten_Sumenep,negatif
"1,98E+18",Wed Oct 15 07:32:30 +0000 2025,0,@IrawanRommi @BANGSAygSUJUD Yes bahkan aki² Soros &amp; pendukung sayap kirinya tsb mendanai para penghasut utk memicu ledakan protes radikal anti Israel di kampus² di seluruh AS bahkan jumlahnya ± 40 kampus terkemuka di AS. Kelompok kampanye AS utk Hak Palestina (USCPR) menyediakan dana hingga ±$ 7.800 utk,"1,98E+18",,IrawanRommi,in,,0,0,0,https://x.com/undefined/status/1978363339463098798,"9,66E+08",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:32:27 +0000 2025,0,Masyarakat harus tau nih manfaat dr adanya MBG yg dirasakan oleh para siswa pelajar contohnya Fikri kelas 3B sekarang bisa nabung berkat MBG. Uang jajan dari mamah jadi lebih berkah dan bermanfaat. https://t.co/vnJEc1Upjw,"1,98E+18",https://pbs.twimg.com/media/G3SO9G-awAAnj0o.jpg,,in,,0,0,0,https://x.com/undefined/status/1978363325860725127,"2,76E+09",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:32:26 +0000 2025,0,@imtheboboo selalu ada sisi positif di setiap kejadian keren bobo belajar dari itu mari terus maju dan membangun.,"1,98E+18",,imtheboboo,in,,0,0,0,https://x.com/undefined/status/1978363320722682041,"1,4E+18",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:32:25 +0000 2025,0,@ubicilembucimbu @trexpunyamu @rrurr15 @icankbeng @Fahrerezzi @jawafess Nah sibodoh tapi ngatain orang bodoh Mantappp Belajar baca dulu nak nanti klo audah bisa baca kesini lagi,"1,98E+18",,ubicilembucimbu,in,,0,0,0,https://x.com/undefined/status/1978363317526679745,"3,73E+08",,Kabupaten_Sumenep,negatif
"1,98E+18",Wed Oct 15 07:32:25 +0000 2025,0,@pinkairyy chill pinkaa diliat dari kualitas rambut asia full bleaching yang masih kokoh sih masi bocil itu keknyaaa blm paham kalo sholat itu urusan ibadah masing2 ke Allah,"1,98E+18",,pinkairyy,in,,0,0,0,https://x.com/undefined/status/1978363317304324469,"1,48E+18",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:32:23 +0000 2025,0,kvt apaan dah gue belajar 10 hours straight ga masuk anjir tai,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978363306151715130,"1,93E+18",,Kabupaten_Sumenep,negatif
"1,98E+18",Wed Oct 15 07:32:21 +0000 2025,0,@uibaseNG Dapet souvenir acara kampus biasanya awet,"1,98E+18",,uibaseNG,in,,0,0,0,https://x.com/undefined/status/1978363298866217353,"1,01E+08",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:32:14 +0000 2025,0,@mycegils @oreo_biskuitz @deculmentality @txtdrimedia Emang salah banget kak krena pakai kekerasan. tp guru ga akan gitu kalo kita ga blangsak. Dulu saya sama temen pernah digampar guru karena ngecengin bahasa inggris dia yang medok banget dipanggil ke ruang guru terus digampar wkwkwk Ya saya ga bales krena saya tau saya salah.,"1,98E+18",,mycegils,in,,0,1,0,https://x.com/undefined/status/1978363270256848989,73836199,,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:31:24 +0000 2025,0,@saffrontrail And hence u apt for being fintech guru or finfluencer now,"1,98E+18",,saffrontrail,en,,0,1,0,https://x.com/undefined/status/1978363059199447472,"5,69E+08",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:31:21 +0000 2025,1,Alhamdulillah dapat real testimoni dari nasabah yang sudah kami cairkan.. Terimakasih telah memakai jasa kami semoga bermanfaat kak: https://t.co/nYyz1s1soh Siapa tau Bpk/Ibu dan lain-lain yang butuh DANA MENDESAK Untuk keperluan anda: Biaya berobat Pendidikan anak Modal https://t.co/QRm3uASQOm,"1,98E+18",https://pbs.twimg.com/media/G3SOtQDacAAhElF.jpg,,in,,0,0,1,https://x.com/undefined/status/1978363049858998634,"1,91E+18",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:31:21 +0000 2025,0,Gerakan nyata untuk meningkatkan kualitas pemenuhan gizi terus dijalankan kali ini dengan langkah besar menerjunkan 5.000 chef profesional yang siap melatih dapur mandiri agar semakin higienis sehat dan bergizi #LanjutkanMBG PLEDIS PROTECT JUNHUIb #BornOfStarlightHeeseung https://t.co/nIccLyA4Ti,"1,98E+18",https://pbs.twimg.com/media/G3SOtPCagAAh4dS.jpg,,in,,0,0,0,https://x.com/undefined/status/1978363047212118116,"1,4E+18",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:31:20 +0000 2025,0,@somexthread Kalo ga mau di didik ya di ambil dari sekolah an. Tidak usah melaporkan ke Polisi.,"1,98E+18",,somexthread,in,,0,0,0,https://x.com/undefined/status/1978363043206619385,"9,21E+17",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:31:19 +0000 2025,0,Yaa Allah baru kali ini nyesek banget rasane dapat kabar salah satu anak didik kemungkinan besar akan memilih untuk putus sekolah padahal dulu dia pernah cerita saya pengen masuk ke sekolah tinggi dirgantara bu https://t.co/h3lxlm1jh2,"1,98E+18",https://pbs.twimg.com/media/G3SOsWEaEAAb6Wt.jpg,,in,,0,0,0,https://x.com/undefined/status/1978363038987137496,"2,73E+09",,Kabupaten_Sumenep,negatif
"1,98E+18",Wed Oct 15 07:31:18 +0000 2025,0,@RenewableSearch Déployer le stockage à cette échelle c est la voie de l avenir ! En France on attend encore le déclic Vivement que ça bouge ! 🇫🇷,"1,98E+18",,RenewableSearch,fr,,0,0,0,https://x.com/undefined/status/1978363033295446187,"1,53E+18",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:31:16 +0000 2025,0,babiii masa belajar materi dua dosen co,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978363028639789373,"1,43E+18",,Kabupaten_Sumenep,negatif
"1,98E+18",Wed Oct 15 07:31:14 +0000 2025,0,世界観が好きすぎるし、 かわいすぎます！！,"1,98E+18",,,ja,,0,0,0,https://x.com/undefined/status/1978363018120515652,"1,36E+18",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:31:14 +0000 2025,0,@ubicilembucimbu @trexpunyamu @rrurr15 @icankbeng @Fahrerezzi @jawafess Belajar baca dulu ya nakkk ntar kesini lagi klo udah bisa baca,"1,98E+18",,ubicilembucimbu,in,,0,1,0,https://x.com/undefined/status/1978363016589537348,"3,73E+08",,Kabupaten_Sumenep,negatif
"1,98E+18",Wed Oct 15 07:31:12 +0000 2025,0,@tanyakanrl ganti mailnya dikampusku harus pakai mail kampus kalau mail prib gabisa masuk,"1,98E+18",,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1978363010470093056,"1,56E+18",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:31:11 +0000 2025,0,@kumparan preseden buruk dunia pendidikan indonesia di mulai dari BANTEN. ketika anak melakukan kesalahan tp malah di bela,"1,98E+18",,kumparan,in,,0,0,0,https://x.com/undefined/status/1978363004073714147,"1,98E+18",,Kabupaten_Sumenep,negatif
"1,98E+18",Wed Oct 15 07:31:09 +0000 2025,0,Pemkab Barru &amp; Universitas Almarisah Madani Kerja Sama Tekan Stunting - https://t.co/yDYvzE5hGA,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362999699050982,"5,71E+08",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:31:02 +0000 2025,0,@lemohanade Mon abis ini kayaknya bakal ada au moqeel x elleya. Cocok tuh qeelleya jadi adek kakak trus satu sekolah sama mo&amp;El,"1,98E+18",,lemohanade,in,,0,1,0,https://x.com/undefined/status/1978362968132698116,"1,45E+18",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:30:59 +0000 2025,0,@PresidenKopi Betul...yg butuh sekolah itu guru apa murid???,"1,98E+18",,PresidenKopi,in,,0,0,0,https://x.com/undefined/status/1978362954685837741,"1,75E+18",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:30:57 +0000 2025,1,Don t spend valuable time thinking about office work when you should be focused on more important things like your next Court hearing let Legal Guru take care of the daily function and organisation of your law practice. https://t.co/41MJyqHD8i,"1,98E+18",https://pbs.twimg.com/media/G3SOnHOaMAAi-S6.jpg,,en,,0,0,0,https://x.com/undefined/status/1978362947932983414,"3,06E+09",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:30:55 +0000 2025,1,https://t.co/DVKt9iRkOh #brk #brks #เขมจิราต้องรอดseries,"1,98E+18",,,und,,0,0,0,https://x.com/undefined/status/1978362938571255819,"2,26E+08",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:30:52 +0000 2025,0,@fulto27 iya coba sekolahkan ke sekolah swasta yg punya nama dah di del tuh bocah,"1,98E+18",,fulto27,in,,0,0,0,https://x.com/undefined/status/1978362924499378564,"3,8E+09",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:30:50 +0000 2025,0,Selain itu jajaran Kepala Bidang PKLK Dinas Pendidikan Kota Bandung juga ikut berpartisipasi aktif. Kemenkum Jabar | Asep Sutandar.,"1,98E+18",,kemenkumjabar,in,,0,1,0,https://x.com/undefined/status/1978362918698709443,"1,18E+09",,Kabupaten_Sumenep,positif
"1,98E+18",Wed Oct 15 07:30:50 +0000 2025,0,..ketahuan merokok di lingkungan sekolah. Ia menegaskan pemerintah provinsi tengah memproses penonaktifan terhadap kepala sekolah tersebut.,"1,98E+18",,EBCmedia_,in,,0,0,0,https://x.com/undefined/status/1978362917641744665,"1,63E+18",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:30:49 +0000 2025,0,Khidmah santri kepada Guru... Niku mboten sami kaleh jenengan2 memberikan hadiah kepada orang yg kamu sukai... Pimpinan - pacar... Analogi2 itu tidak aple to aple... Analogi yg salah kaprah Perumpamaan yg dicontohkan itu Tidak dapat merepresentasikan hubungan santri dan kiai,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362912138813787,"5,19E+08",,Kabupaten_Sumenep,netral
"1,98E+18",Wed Oct 15 07:45:27 +0000 2025,0,@conconlatte Anjir kak sekolah kita sm nganggep makanan instan pedes n micin as makanan haram mana aku sering banget beli basreng lagi..,"1,98E+18",,conconlatte,in,,0,0,0,https://x.com/undefined/status/1978366596365029620,"1,43E+18",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:45:27 +0000 2025,0,Halo #SobATRBPN Pada hari ini Selasa 14 Oktober 2025 Kantor Pertanahan Kota Probolinggo melaksanakan Rapat Koordinasi Pemetaan Partisipatif dalam rangka Peningkatan Kualitas Data (K4) Kelurahan Kanigaran dan Kelurahan Ketapang bertempat di Aula Kantor Pertanahan Kota Probolinggo https://t.co/MBbBHR2uQJ,"1,98E+18",https://pbs.twimg.com/media/G3SR7PGbwAAaWIA.jpg,,in,,0,1,0,https://x.com/undefined/status/1978366595597566398,"1,45E+09",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:45:25 +0000 2025,0,@Rasahkepo29 @GoodRecom Guru sekolah guru dunia. Guru pesantren guru akhirat guru makrifat . Makanya lafadz tholabul ilmi pke Alif lam makrifat bertanda khusus bukan nakirah karena khusus ilmu yg mengenalkan diri dan Ruhani pada allah,"1,98E+18",,Rasahkepo29,in,,0,0,0,https://x.com/undefined/status/1978366589096312986,"1,8E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:45:22 +0000 2025,0,Istri tetangga toxic baru pulang jemput anak dari sekolah di ruko mall istri dihadapkan pendataan tempat tinggal dari kelurahan dan staff walkot. gw dengar istri tetangga mengakui ke staff walkot rumah tinggal adalah 2 pemilik orang lain dan istri tetangga bohong kelurahan 1 org https://t.co/TvTOLVzuD4,"1,98E+18",https://pbs.twimg.com/media/G3SR6iSa4AAvVzu.jpg,,in,,0,0,0,https://x.com/undefined/status/1978366576010166532,"1,36E+18",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:45:17 +0000 2025,0,Mangsa dipercayai tidak mengetahui perasaan suspek. Suspek dan mangsa tidak mempunyai hubungan atau interaksi sebelum kejadian. Kes berkenaan tidak melibatkan unsur buli selain suspek juga tidak mempunyai rekod disiplin di sekolah. Polis percaya pengaruh media sosial dan,"1,98E+18",,GengKNegara,in,,0,1,0,https://x.com/undefined/status/1978366554916995260,"1,15E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:45:16 +0000 2025,0,Klo kepseknya bermasalah jangan pake kasus kenakalan merokok bu buat jatuhin kepseknya...... Kenakalan merokok di sekolah dimana-mana serius bu hukumannya,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366549992882422,98398389,,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:45:15 +0000 2025,0,Seragam Batik Sekolah Badung WA 082243311177 https://t.co/6yHxLFO4ha,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366547505606850,"2,71E+09",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:45:15 +0000 2025,0,@Khister6 @Voice_of_Legon Did u pay money to Guru,"1,98E+18",,Khister6,en,,0,1,0,https://x.com/undefined/status/1978366546528338317,"1,93E+08",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:45:13 +0000 2025,0,Kayaknya masih perlu belajar setting gigi sepeda tiap tanjakan dan turunan awkey akan ku pelajari,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366539695800732,"1,86E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:45:13 +0000 2025,0,Thn 80an Di depan sekolah temen gue gelisah rokoknya belum habis tapi udah waktunya masuk sekolah. gw bilang genggam aja jalan cepet gak kelihatan. die ngikutin saran gue ketahuan disetrap di koridor ruang guru sia dusuk disuruh habisin jisamsu sebungkus..gue ngakak https://t.co/M4dPQwilxA,"1,98E+18",https://pbs.twimg.com/media/G3SR4graQAA6bjr.jpg,,in,,0,0,0,https://x.com/undefined/status/1978366538781474862,"1,67E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:45:10 +0000 2025,0,ayo sekolah nuna bayarin yg mahal gapapa,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366527045857302,"1,98E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:45:10 +0000 2025,0,196 Kader Posyandu Dilantik Yantie Rachim Tekankan Kualitas Pelayanan https://t.co/VzOAGWFhZA #Pemkotbogor https://t.co/1iH8G43GRx,"1,98E+18",https://pbs.twimg.com/media/G3SR3jUbIAAbWVC.jpg,,in,,0,0,0,https://x.com/undefined/status/1978366525821047161,"3,02E+09",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:45:09 +0000 2025,0,@somexthread Poin utamanya kan siswa kalian itu merokok di lingkungan sekolah bukan emosi atau karakter kepsek kalian.,"1,98E+18",,somexthread,in,,0,0,0,https://x.com/undefined/status/1978366519143813358,"2,72E+08",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:45:08 +0000 2025,0,@detikcom Keluarin aja dari sekolah biar emaknya yg ngajarin anaknya.,"1,98E+18",,detikcom,in,,0,0,0,https://x.com/undefined/status/1978366517705150623,"5,68E+08",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:45:07 +0000 2025,0,bete bgt di kampus sendirian,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366513724723354,"1,84E+18",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:45:05 +0000 2025,0,@SosmedAnu Ngga tau diri ngapain sekolah pilih yg mahal,"1,98E+18",,SosmedAnu,in,,0,0,0,https://x.com/undefined/status/1978366504681795900,"1,3E+18",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:45:03 +0000 2025,0,@fatihakhmad22 udah sekolah masa iya ngudut tunggu kulyeah dulu lah blok,"1,98E+18",,fatihakhmad22,in,,0,0,0,https://x.com/undefined/status/1978366495676666117,"1,68E+18",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:45:02 +0000 2025,0,@ArvindKejriwal The essence of Guru s teachings is reflected in this message.,"1,98E+18",,ArvindKejriwal,en,,0,0,0,https://x.com/undefined/status/1978366491931074647,"1,96E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:45:01 +0000 2025,0,@odetth_byy @nastarrkejuu dapodik ku admin kak bukan guru,"1,98E+18",,odetth_byy,in,,0,0,0,https://x.com/undefined/status/1978366487225139335,"1,89E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:45:00 +0000 2025,0,Bendahara Umum Partai NasDem Ahmad Sahroni kembali muncul ke publik usai sempat menghilang setelah kericuhan di akhir Agustus lalu. Sahroni kembali muncul saat hadir sebagai wisudawan di acara Wisuda Universitas Borobudur Selasa (14/10) kemarin. Melalui tayangan yang disiarkan https://t.co/v59bjyS3GO,"1,98E+18",https://pbs.twimg.com/media/G3SJyOJasAAwvzi.jpg,,in,,0,0,0,https://x.com/undefined/status/1978366482192199971,55507370,,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:45:00 +0000 2025,0,Puluhan siswa SMP Negeri 1 Cisarua keracunan setelah mengonsumsi makan bergizi gratis di Bandung Barat. BGN akan lakukan evaluasi dan pelatihan berikut. https://t.co/scsDxYsAXi,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366481881850333,"1,04E+08",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:56 +0000 2025,0,@leozyl_ di kampus punya berempat doang tapi,"1,98E+18",,leozyl_,in,,0,0,0,https://x.com/undefined/status/1978366467318989123,"1,21E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:56 +0000 2025,0,Orang tua tolol bodoh goblok anakmu lebay manja cemen mentalnya banci bencong gak usah dibela dongok... Sekolah itu kurleb spt rmh sakit kawasan bebas asap rokok dan ada sanksi bagi yg melanggarnya. Dan diatas itu anakmu gk punya adab akhlaknya jelek @Kemdikdasmen speak up,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366465175683457,"1,71E+18",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:44:54 +0000 2025,0,@gayungLove_17 Sini akan saya terima sepenuh hati Nko iso dadi pembicaraan di sekolah meskipun hasil hibah,"1,98E+18",,gayungLove_17,in,,0,0,0,https://x.com/undefined/status/1978366457151947051,"7,39E+17",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:53 +0000 2025,0,@somexthread Lagi belajar jadi calon kepala sekolah yang baru kayaknya nih.,"1,98E+18",,somexthread,in,,0,0,0,https://x.com/undefined/status/1978366455251886231,87669997,,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:53 +0000 2025,0,@randomable_ Berarti di sekolah bebas ngerokok didukung sama gubernur tolol,"1,98E+18",,randomable_,in,,0,0,0,https://x.com/undefined/status/1978366453460980171,"8,4E+17",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:44:52 +0000 2025,0,njir bisa²nya siklus krebs keluar di uts mana gue ga belajar....,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366449035940045,"2,3E+09",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:44:51 +0000 2025,0,Ih gue pernah bgt ranking 15 dari 40 wkwkwk Emak pas gue sd smp tuh ambis bgt. Tp pas sma udah loss dol wkwk. Sma isinya belajar sbmptn semua dari kelas 11 udah peduli amat sama nilai pelajaran lain wkwk,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366447148548412,"1,24E+09",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:44:51 +0000 2025,0,KES PELAJAR PEREMPUAN DITIKAM Polis mengesahkan senjata tajam yang dirampas daripada suspek kes bunuh pelajar perempuan berusia 16 tahun di sebuah sekolah di Bandar Utama Petaling Jaya pada semalam dibeli secara dalam talian. Senjata berkenaan iaitu pisau dan kerambit https://t.co/Pz34pHRp7O,"1,98E+18",https://pbs.twimg.com/media/G3SRyrcbgAAXuvV.jpg,,in,,0,1,0,https://x.com/undefined/status/1978366445240172994,"1,15E+18",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:44:51 +0000 2025,0,Halloo gess aku nyediain jasa perbaikan SOP untuk skripsi/proposal. biasanya kerjaan aku cuma dari mulut ke mulut di satu prodi di universitas di medan. sekarang aku beraniin diri untuk ngejangkau customer lebih luas.,"1,98E+18",,,in,,0,1,0,https://x.com/undefined/status/1978366444787150879,"3,89E+08",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:44:50 +0000 2025,0,@AdityaMahario Why are you against Sekolah Garuda? Malaysia has had similar schools for decades already.,"1,98E+18",,AdityaMahario,en,,0,0,0,https://x.com/undefined/status/1978366442987725009,16995239,,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:43 +0000 2025,0,TD 140/90 aman tentram pas gw suruh telfon keluarga alesan katanya anak lgi sekolah istri lgi kerja. Terus tiba2 bilang telfon dokter X soalnya keluarganya dok X. Gw lngsung telfon dok X katanya kagak kenal gw sama tu bapakkkk,"1,98E+18",,Quartzbluee,in,,0,1,0,https://x.com/undefined/status/1978366411413062048,"1,45E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:43 +0000 2025,0,@dieedara ujung2nya yg korban calon guru2 ini.. blum lagi skrg nonpendidikan bisa daftar juga lol krn ini program gak di khususin buat guru btw,"1,98E+18",,gcastlex,in,,0,1,0,https://x.com/undefined/status/1978366411211735537,"1,14E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:39 +0000 2025,0,@GasRumahMakan @ylssnt @SosmedAnu lah pendidikan bukannya sudh gratis kan negeri sd-sma terus beasiswa itu apa kalo bukan gratis ?,"1,98E+18",,GasRumahMakan,in,,0,0,0,https://x.com/undefined/status/1978366395608875068,"1,76E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:38 +0000 2025,0,@moonlightsahara Efek kurikulum merdeka ngerjain PR pun merdeka bebas mau dikerjain apa kagak. Gitu kali ya pemikirannya?,"1,98E+18",,moonlightsahara,in,,0,0,0,https://x.com/undefined/status/1978366392106631436,68100781,,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:44:37 +0000 2025,0,Inget bro setiap feedback dari dunia internasional adalah kesempatan untuk meningkatkan kualitas. Mari sambut hangat dan jadikan materi perbaikan. Disegani Dihormati Dunia https://t.co/Lw87Vdj1Ds,"1,98E+18",https://pbs.twimg.com/media/G3SRvE7aEAAjhAb.jpg,,in,,0,0,0,https://x.com/undefined/status/1978366388466012631,"1,73E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:44:36 +0000 2025,0,@tanyarlfes njir 600 siswa lainnya ngapain dah wkwk,"1,98E+18",,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/1978366383709712814,"1,67E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:36 +0000 2025,0,@ArvindKejriwal Dhan Dhan Sri Guru Har Rai Sahib ji,"1,98E+18",,ArvindKejriwal,in,,0,0,0,https://x.com/undefined/status/1978366381998399615,"1,98E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:44:35 +0000 2025,0,@alexadr_agung @notmyuname https://t.co/WZeEd9aHMM Nyatanya yg mau lapor juga dikit,"1,98E+18",,alexadr_agung,in,,0,1,0,https://x.com/undefined/status/1978366378676511167,"1,66E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:35 +0000 2025,0,Seragam Batik Sekolah Sumbawa WA 082243311177 https://t.co/ocOmiOuhab,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366378273841423,"2,82E+09",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:44:34 +0000 2025,0,@bagindo_kopi Ibunya bego anaknya di didik dng baik sama guru malah di laporkan polisi. Awalnya merokok lanjut miras terus narkoba baru tau rasa itu ortunya.,"1,98E+18",,bagindo_kopi,in,,0,0,0,https://x.com/undefined/status/1978366375904075861,"1,88E+18",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:44:31 +0000 2025,0,@worksfess Kamu bisa mendaftar di sekolah swasta nasional atau internasional. Di sekolah yg bagus kamu akan banyak belajar jadi guru yang baik dengan lingkungan yg baik juga. Di sana gak harus spd. Selama lolos tes akan bisa jadi guru.,"1,98E+18",,worksfess,in,,0,0,0,https://x.com/undefined/status/1978366363170181514,"1,41E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:44:31 +0000 2025,0,#HalloSahabatBawaslu Rekrutmen Peserta Pendidikan Pengawas Partisipatif (P2P) 2025 Daring. Rekrutmen dilakukan melalui jalur undangan kepada calon peserta yang diusulkan oleh Bawaslu Kabupaten/Kota dan ditetapkan oleh Bawaslu Provinsi. #AyoAwasiBersama #bawaslukabtegal https://t.co/TGzjNMz3yA,"1,98E+18",https://pbs.twimg.com/media/G3SRjP8bsAA1JdK.jpg,,in,,0,0,0,https://x.com/undefined/status/1978366361760907441,"1,1E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:44:28 +0000 2025,1,@AfdalCobacoba @KangAyam_ @PencariCuan69 @cleodeniel @tanyarlfes Iya udah ku cuekin. Dri ketikannya kelihatan kalo dia gak sekolah formal.,"1,98E+18",,AfdalCobacoba,in,,0,0,0,https://x.com/undefined/status/1978366350281073090,"1,12E+08",,Kabupaten_Tulungagung,negatif
"1,98E+18",Wed Oct 15 07:44:26 +0000 2025,0,@kulimain @detikcom Ouwww ternyata anak lu yg merokok di lingkungan sekolah.,"1,98E+18",,kulimain,in,,0,0,0,https://x.com/undefined/status/1978366341376561352,"5,68E+08",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:26 +0000 2025,0,prei ora prei tetep bae ming kampus #puyy,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366339984028091,"1,25E+18",,Kabupaten_Tulungagung,netral
"1,98E+18",Wed Oct 15 07:44:20 +0000 2025,0,@JasonWong_Pi Pendidikan gcv untuk membimbing menginspirasi masa depan kita. Jenderal else 🇮🇩,"1,98E+18",,JasonWong_Pi,in,,0,0,0,https://x.com/undefined/status/1978366314486854143,"1,97E+18",,Kabupaten_Tulungagung,positif
"1,98E+18",Wed Oct 15 07:44:17 +0000 2025,0,Seragam Batik Sekolah Karangasem WA 082243311177 https://t.co/sTmozRfOsq,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978366301153214972,"2,71E+09",,Kabupaten_Tulungagung,positif
